what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192169962
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192170337
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192173337
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192173758
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1310192178462
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1310192180227
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192182071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192186680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192189227
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192189258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192195227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192195227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192195337
error,log,,,"Several ports (8000, 8009) required by Tomcat v6.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1310192200633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192228524
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1310192229415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192231321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192232305
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1310192233508
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192235790
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192239352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310192242587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310192244727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192274805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192274821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192274899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192301055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192305712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192323337
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192323383
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192327462
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192341212
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192347024
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192348618
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192363055
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192364071
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192367040
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192368133
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192377540
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192394930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192416821
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192418633
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192419102
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192430993
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192431274
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192434149
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1310192438587
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1310192438790
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192441665
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1310192442821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310192445196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310192445430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310192445665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310192449430
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310192468696
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310192472399
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310192472555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310192482587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310192484118
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192522790
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1310192524946
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192549165
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192550008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310192559993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192561243
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192594696
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192594805
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192595415
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192605915
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192606649
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310192617665
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192629821
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192643196
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192643399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310192655337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192657571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192680274
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310192680321
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192684368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310192692352
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192693321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192702071
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192702180
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1310192703337
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1310192705133
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192705993
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1310192708133
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192709274
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1310192716024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192719055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192721415
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192721415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310192744321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192745758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192756149
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310192756258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192764305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192766758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192775587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192780915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192791962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192791977
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192792040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192849915
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310192850024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192869696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310192870196
